date,10m_v_component_of_wind,10m_u_component_of_wind,significant_height_of_combined_wind_waves_and_swell,mean_wave_period,slope_m_per_m,island_orientation,NDVI,longitude,latitude,reef_width_m,reef_slope_deg,reef_crest_elevation_m,reef_flat_mean_depth_m,shoreline_pos,month,is_northeast_monsoon
2024-12-11,-1.277414321899414,1.358074188232422,0.6644822955131531,6.315045356750488,0.0,178.696273793423,-0.266495916105452,72.99726561139607,5.2766894231248305,160.4975735539307,1.5672668425191827,0.15921953,-1.0848698646577204,0.4405078557075932,12,0
2024-12-11,-1.277414321899414,1.358074188232422,0.6644822955131531,6.315045356750488,0.0,178.696273793423,-0.266495916105452,72.99645015750579,5.275800517978291,86.33147726402152,1.1477195149041477,0.15921953,-0.4404400763409697,0.1723032037635912,12,0
2024-12-11,-1.277414321899414,1.358074188232422,0.6644822955131531,6.315045356750488,0.0,178.696273793423,-0.266495916105452,72.99698654481763,5.276050557352291,127.63996189101472,0.4436420083152042,0.15921953,-0.4969029201209206,0.3289246845894515,12,0
2024-12-11,-1.277414321899414,1.358074188232422,0.6644822955131531,6.315045356750488,0.0,178.696273793423,-0.266495916105452,72.99707049616151,5.277216145136376,166.4524735819651,1.7617569787754566,0.15921953,-1.2191498833056322,0.3715358297578989,12,0
2024-12-11,-1.277414321899414,1.358074188232422,0.6644822955131531,6.315045356750488,0.0,178.696273793423,-0.266495916105452,72.9964512821931,5.27738061864577,134.3086654456809,1.4561578106710282,0.15921953,-0.7980786234128587,-0.9104453208634384,12,0
2024-12-11,-1.277414321899414,1.358074188232422,0.6644822955131531,6.315045356750488,0.0,178.696273793423,-0.266495916105452,72.99598290975032,5.277441787297546,125.046727376637,0.7532864987998112,0.15921953,-0.5156397237210797,-0.5552511555643611,12,0
2024-12-11,-1.277414321899414,1.358074188232422,0.6644822955131531,6.315045356750488,0.0,178.696273793423,-0.266495916105452,72.99560085330641,5.277176424761556,99.47905660294136,2.7215890559110942,0.15921953,-1.1706970745528629,-0.4859258245631319,12,0
2024-12-11,-1.277414321899414,1.358074188232422,0.6644822955131531,6.315045356750488,0.0,178.696273793423,-0.266495916105452,72.99530344104598,5.276831058270825,84.39361731310612,3.5889920787717036,0.15921953,-1.8455180966969331,-0.1480689083106428,12,0
2024-12-11,-1.277414321899414,1.358074188232422,0.6644822955131531,6.315045356750488,0.0,178.696273793423,-0.266495916105452,72.99536520044009,5.276373017658542,55.88025156551583,4.970845617530628,0.15921953,-1.1170380403321476,-0.0773560617699489,12,0
2024-12-11,-1.277414321899414,1.358074188232422,0.6644822955131531,6.315045356750488,0.0,178.696273793423,-0.266495916105452,72.99564863717022,5.276074250267228,36.092329740554405,5.182584161855449,0.15921953,-0.642735493598821,-0.1512058633502077,12,0
2024-12-11,-1.277414321899414,1.358074188232422,0.6644822955131531,6.315045356750488,0.0,178.696273793423,-0.266495916105452,72.99598120367445,5.275785291158303,60.17158188819412,2.4455362059964463,0.15921953,-1.0120374472281664,0.0948716265720614,12,0

